"","County","Year","DI.Avg.","Yield","Soil..WA.","RF.May.","RF.June.","RF.July.","RF.Aug.","RF.Sep.","TMax.May.","TMin..May.","TMax.June.","TMin.June.","TMax.July.","TMin.July.","TMax.Aug.","TMin.Aug.","TMax.Sep.","TMin.Sep."
"304","Fremont",2003,-3.58,"Low",71.7,1211.5,923.5,740.5,273,385,211.1613,101.2903226,256.0667,148.1,312.3226,191.129,316.1613,187.129,237.8,103.9333
"305","Greene",1995,1.46,"Low",80.1,1839,746,228,1183,841,207.9,89.1,275.5172,159.7241,306.6923,177.5385,311.2258,193.9355,239.6667,100.9333
"306","Greene",1996,8.22,"Low",80.1,1392,1358,1105,1448,844,196.5161,98.93548387,275.9,160.3667,279.8065,162.9677,271.5806,163.2581,222.8667,107.4
"307","Greene",1997,1.7,"Low",80.1,746,1363,598,353,1310,205.7742,72.12903226,289.9,151.5667,297,185.4839,276.2903,158.4839,256.0667,115.2
"308","Greene",1998,9.47,"Low",80.1,1065,2416,1601,859,306,248.8333,119.5666667,250.7,137.0667,295.9355,182.3871,288.2903,178.4194,284.8333,132
"309","Greene",1999,9.34,"Low",80.1,1063,1604,815,945,115,213.7742,100.1935484,260.4,150.2,312.3548,194.1935,277.5806,154.4194,246.5333,88.56667
"310","Greene",2001,0.9,"Low",80.1,1867,1037,373,842,1016,219.6452,100.5806452,265.4333,142.0667,303.9677,185.4516,299.4839,165.7419,230.4,101.5
"311","Greene",2002,-0.38,"High",80.1,1410,1039,998,1771,379,211.0645,70.58064516,292.8667,162.4333,314.129,188.7097,281.1935,155.1935,259.2,113.1333
"312","Greene",2003,1.87,"High",80.1,1704,1353,1656,292,483,207.3548,83.38709677,259.6667,135.5667,292.8387,166.0968,307.8065,169.3871,242.4667,87.4
"313","Greene",2004,5.13,"Very High",80.1,2182,901,1112,1241,401,221.1935,95.70967742,256.9,135.1,277.1935,161.2903,259.7097,130.4516,271.6667,119
"314","Grundy",1995,3.85,"Low",87.2,1019.5,898,1228,949.5,505,194.3871,76.41935,266.8667,159.5,289.7742,170.0645,304.8,188.1,222.7667,84.06667
"315","Grundy",1996,2.99,"Low",87.2,1458,985.5,718,517,680,182.0968,81.74194,257.3667,152.5,275.1935,153.0645,268.6452,145.5161,223.1333,94.1
"316","Grundy",1997,0.61,"Low",87.2,969.5,1303.5,465.5,443,834.5,177.7419,49.09677,277.4,148.7667,279.7419,171.4839,260.7742,144.4839,241.6667,103.3333
"317","Grundy",1999,7.29,"Low",87.2,1460.5,1780,889.5,563.5,329.5,214.4839,102.2258,261.6897,160.5172,315.4783,195.3043,268.8387,150.9677,239.7667,85.86667
"318","Grundy",2000,-1.3,"Low",87.2,1523.5,2161.5,2349.5,474,332,236.7742,103.5484,255.8333,136.8,274.8065,164.2903,275.9677,167.0968,250.1333,104.9
"319","Grundy",2001,-1.83,"Low",87.2,1525,749.5,728.5,620.5,933.5,217.9032,103.0968,258.7,144.4,290.1667,173.9,281.0645,158.4194,222.8333,84.76667
"320","Grundy",2002,-0.17,"Very High",87.2,1087,704,1303,1883.5,157,209.129,68.12903,277.3333,160.8,303.4516,182.4839,269.6452,147.2258,254.9667,106.5333
"321","Grundy",2003,1.51,"High",87.2,1721,1400,1012,117,857.5,207.4839,79.80645,254.8333,137.8667,281.4516,161.6452,298.6774,158.4516,233.6667,88.46667
"322","Grundy",2004,5.98,"Very High",87.2,1839,530,896.5,1320,435.5,215.0645,90.19355,252.0667,134.6,265.3548,150.0645,244.6129,126.5161,262,108.3
"323","Guthrie",1995,1.46,"Very Low",61.2,1660,387,1179,679,579,193.0968,74.70967742,267.9,149.1333,301.4333,170.1333,308.3226,186.5806,235.3667,74.46667
"324","Guthrie",1996,8.22,"Low",61.2,1890,1500,1658,647,747,186,80.93548387,264.7667,150.3333,283.2903,154.9677,267.5806,147.7742,221.4667,86.13333
"325","Guthrie",1997,1.7,"Low",61.2,922,782,201,663,709,193.3871,51.74193548,292.2,140.5333,300.2903,173.6774,277.8065,144.5161,252.8667,101.5
"326","Guthrie",1998,9.47,"Low",61.2,1346,3200,1916,1179,221,247.1613,119.7096774,254.6333,137.2,295.5161,181.6452,283.4516,176.3871,280.3667,121.4333
"327","Guthrie",1999,9.34,"Low",61.2,1614,1967,1289,1005,561,213.0323,94.4516129,261.5,155.3667,314.3548,199.0968,275.7742,151.5806,238.1333,75.06667
"328","Guthrie",2000,-8.18,"Low",61.2,685,1079,1790,320,154,251.0645,100.9354839,269.8667,138.7,275.7742,168.8387,291.5484,168.871,273.3103,97.89655
"329","Guthrie",2002,-0.38,"Low",61.2,1227,1139,826,2344,457,225.7333,82.36666667,261.8666667,147.5,315.7742,184.6774,282.5161,149.6129,258.8,107.4
"330","Guthrie",2003,1.87,"Low",61.2,859,700,819,308,782,215.6,76.2,260.7667,127.8,296.5172,162.8966,311.6129,160.5484,241,75.4
"331","Guthrie",2004,5.13,"High",61.2,2647,788,931,1110,206,225.8966,97.37931034,256.5,136.0667,269.5,160.7,254.4839,127.8065,269.6,106.4333
"332","Hamilton",1995,3.85,"Low",82.7,1334.333333,1041.333333,684.3333333,1010,725.6666667,198.3226,77.48387,264.9,153.9,296.6129,164.1935,298.9032,185.6452,228.7333,87.03333
"333","Hamilton",1996,2.99,"Low",82.7,1398,1651.666667,881.6666667,1447.333333,686,189.5161,86.64516,264.8333,151.0333,275.0968,147.3226,268.4839,146.6452,220.4,95.23333
"334","Hamilton",1997,0.61,"Low",82.7,941.6666667,1802.666667,906.3333333,284,690.3333333,201.2581,60.22581,290.8667,147.9667,288.5806,177.9032,265.1613,149.4516,249.8667,115.3667
"335","Hamilton",1998,9.2,"Low",82.7,1109.666667,3041,737.3333333,1691.333333,223.3333333,249.3226,119.0323,243.6333,137.4333,287.6774,172.0323,278.3871,172.7097,276.0333,115.9
"336","Hamilton",1999,7.29,"High",82.7,1425.333333,1671.333333,1026.333333,792,206,210.7097,94.32258,256.2667,147.8,302.3548,186.8065,270.0323,143.1935,239.9,75.53333
"337","Hamilton",2000,-1.3,"High",82.7,980.3333333,1455,830.3333333,687.6666667,338.6666667,243.1613,93.45161,257.1667,131.4333,277.3226,161.5161,279.871,160.5484,264.4667,93.3
"338","Hamilton",2001,-1.83,"High",82.7,1939,774.3333333,1030,978.6666667,1013,214.5484,99.83871,261.4667,135.8333,297.129,177.7097,280.3226,158.6774,222.3667,88.96667
"339","Hamilton",2002,-0.17,"Very High",82.7,831.6666667,714.3333333,1430.666667,2025.666667,842.6666667,208.9355,64.70968,283.4333,152.6667,302.9677,181.3548,272.8065,146.8387,251.8333,102.9667
"340","Hamilton",2003,1.51,"High",82.7,1047.666667,1087,1467.666667,205,528.3333333,204.5484,78.29032,259.7667,130.7,282.2581,155.2903,301.4194,155.4194,235.3,74.96667
"341","Hamilton",2004,5.98,"Very High",82.7,2130,1547.666667,1218.333333,1327,520,212.5484,84.09677,250.8387,126.7419,268.7097,150.3226,248.0645,122.0645,260.2,114.3667
"342","Hancock",1995,7.38,"Low",78.7,1191,921,744.5,1489,1093,185,82.25806,264.6333,155,289.8333,161.7,296.5806,177.129,209.9667,73.56667
"343","Hancock",1996,0.32,"Low",78.7,1003,1080.5,608,1860,429,166.6452,70.45161,253.7333,149.5333,264.871,146.6452,253.8065,139.2258,205,92.06667
"344","Hancock",1997,2.06,"Low",78.7,1162.5,1167,651,245.5,628.5,168.4839,50.6129,274.7,146.3333,269,166.3548,250.5484,144.2903,229.9,102.9
"345","Hancock",1998,4.56,"Low",78.7,607,1919,510,1023.5,374.5,239.3226,119.5806,234.7333,137.2667,277.3548,171.9677,264.6452,169.2258,261.5333,120.4
"346","Hancock",1999,12.28,"High",78.7,1471,1236.5,1871,156.5,486,203.0968,99.87097,248.7667,144.3,297.4194,186.9032,255.871,148.0968,222.2667,81.66667
"347","Hancock",2001,3.37,"Low",78.7,2101,965,1142,582.5,719,196.0645,93.54839,252.9333,140.7667,279.6774,171.871,264.0645,159.4194,205.3704,96.85185
"348","Hancock",2004,6.5,"High",78.7,2242,1234.5,1040,653.5,916,200.4231,79.11538,243.7667,132.2333,262.069,157.5517,237.5161,124.9355,246.0667,121.7
"349","Hardin",1995,3.85,"Low",79.7,1006.2,836.4,1109,968.8,535.4,192.1935,78.19354839,264.339,154.7627,286.9194,168.1613,297.3387,185.629,217.4833,86.28333
"350","Hardin",1997,0.61,"Low",79.7,1062.2,1636.6,546,385.8,757.6,180.1935,46.59677419,283.8644,147.8814,285.4098,170.9508,262.7903,148.0806,242.3,109.4833
"351","Hardin",1999,7.29,"High",79.7,1679.2,1722.6,977.2,720,253,209.3226,98.14516129,255.4667,149,306.5645,185.6613,266.5968,149.4516,241.4667,81.78333
"352","Hardin",2000,-1.3,"Low",79.7,1033.8,1773.8,1249,682.8,379.2,234.5323,97.91935484,255.85,133.8,273.9355,165.9839,275.7097,163.9677,257.8448,103.4655
"353","Hardin",2002,-0.17,"High",79.7,898.6,616.8,1577.4,1461.25,322.2,203.1613,66.56451613,278.1,156.8167,300.1774,184.5645,270.5645,152.7742,252.4833,113.0167
"354","Hardin",2003,1.51,"High",79.7,1160.8,1193.2,1296.4,160.2,756,203.2742,81,255.2,137.9333,280.8871,163.9516,298.2903,167.2258,235.7288,86.33898
"355","Hardin",2004,5.98,"Very High",79.7,1685.8,726.4,728,1368.2,534,212.371,93.56451613,252.5,135.35,267.7581,154.3387,247.1311,128.8197,262.9,113.45
"356","Harrison",1995,1.46,"Very Low",59.5,1564,605,1013,622,995,189.871,81.77419355,269.9333,154.4,308.2581,175.9677,307.9032,193,234.9,95.86667
"357","Harrison",1996,8.22,"Low",59.5,2596,978,1794,1324,704,190.6452,96.93548387,280.4333,161.5333,281.2258,166.4516,277.0645,166.5484,229.2,103.5
"358","Harrison",1997,1.7,"Low",59.5,715,1390,450,857,1137,202.1613,57.48387097,297.069,158.5517,300.5484,182.5484,276.6129,158.871,253.9333,116.8667
"359","Harrison",1998,9.47,"Low",59.5,1237,2575,2416,717,127,250,125.516129,256.9,142.7667,303.129,188.4516,292.7742,184.2903,288.6667,137.6667
"360","Harrison",1999,9.34,"Low",59.5,875,1364,1131,1733,372,223.7742,97.83870968,261.2,151.2333,311.4839,198.7097,277.871,154.8387,245.3667,81.7
"361","Harrison",2000,-8.18,"Low",59.5,346,1540,1049,539,177,255.7097,110.7096774,277.4667,138.7,289.9355,180.8065,301.0645,182.4194,274.7667,95.53333
"362","Harrison",2001,0.9,"Low",59.5,2265,1698,476,892,798,227.9032,107.1612903,273.2,152.2,307.4839,197.8387,300.3226,168.5484,243.1667,106.9333
"363","Harrison",2002,-0.38,"High",59.5,1045,305,931,1354,312,213.5806,71.96774194,305.2333,174.4,323.1613,194.129,287.9355,165.5484,257.9322,111
"364","Harrison",2003,1.87,"High",59.5,1538.5,1440,1079.5,217.5,640,209.1935,85.66666667,259.0125,154.65,301.7681,178.9275,293.6812,166.2754,229.3151,85.43836
"365","Harrison",2004,5.13,"High",59.5,1809.5,779.5,1194.5,523.5,932,228.8065,98.90322581,257.322,130.3559,274.1452,157.5161,267.7193,134.3158,277.6271,120.3559
"366","Henry",1995,6.9,"Very Low",63.1,2184.5,783.5,1372.5,963,858.5,192.5161,97.48387,269.8333,167.5667,297.0645,182.6129,298.3548,205.5161,220.9333,105.7667
"367","Henry",1996,2.27,"Low",63.1,2550.5,372.5,694.5,1040.5,399.5,197.7097,105,268.2,161.7333,282.5484,167.6129,283.5161,169.9677,232.1333,115.3667
"368","Henry",1997,2.36,"Low",63.1,998,899.5,259.5,1151,820,191.4516,80.83871,270.4667,160.7667,292.7333,183.5333,271.0323,169.8387,246.3,136.9
"369","Henry",1998,9.61,"Low",63.1,858,1291.5,486,1314,1253,240.1935,143.9032,253.7,162.9667,291.9677,189.7419,289.7742,190.0323,270.5667,156.6333
"370","Henry",1999,4.36,"Low",63.1,1068.5,933,661.5,457.5,1211.5,222.0968,119.5161,269.9,163.2,317.7419,201.5806,280.5806,165.3871,248.4,106.4667
"371","Henry",2000,2.46,"Low",63.1,598,1958,1356.5,190.5,1056.5,236.4194,126.8387,257.3667,150.9333,278.2258,177.871,298.7742,195.0323,259.6667,137.2333
"372","Henry",2001,8.38,"Low",63.1,2422,1322,751,329,1065,218.2581,124.2258,259.3333,152.8667,303.6129,200.4516,295.9677,184.6129,235.4138,112.6897
"373","Henry",2002,4.82,"High",63.1,1263,1434.5,251.5,856,121.5,208.1613,91.67742,280.5862,174.1034,310.0645,196.8065,288.6774,179.1935,273.3667,134.8
"374","Henry",2003,-2.14,"High",63.1,890,1389.5,975.5,563.5,1296.5,213.8065,97.87097,260.2,144.9,289.3871,184.7742,305.871,180.5161,232.7,114
"375","Henry",2004,0.49,"Very High",63.1,1048.5,1001.5,1123,1356,54,235.4839,126.1935,259.8,152,274.2258,174.8387,258.0323,143.0968,269.3667,131.4
"376","Howard",1995,0.35,"Low",75.8,977,1143,1133,1394,638,186.7741935,63.25806,270.6666667,143.4333333,276.9677419,159.483871,288.3225806,179.5806452,208.4333333,71.3
"377","Howard",1996,0.07,"Low",75.8,732,1822,460,816,473,174.483871,63.06452,245.4,139.4,262,141.0967742,266,127.516129,216.1333333,83.36666667
"378","Howard",1997,4.16,"Low",75.8,1004,1094,1156,560,631,171.3870968,43.90323,273.1,129.1,266.1612903,151.1290323,245.3870968,132.7419355,224.1666667,92.46666667
"379","Howard",1998,8.22,"High",75.8,1075,2547,466,1450,277,241.3225806,100.7419,235.9,128.1333333,278.2580645,146.1935484,266.6451613,155.3870968,258.7,104.8666667
"380","Howard",1999,12,"High",75.8,1128,878,3454,1360,477,210.1612903,89.41935,250.9333333,135.7333333,293.6774194,175.1290323,257.2903226,139.6129032,221.9,78.66666667
"381","Howard",2001,0.62,"Low",75.8,1685,797,325,599,1190,206.2580645,83.67742,249.5,127.9666667,294.6451613,152.516129,282.2258065,150.2903226,214.2666667,72.76666667
"382","Howard",2002,4.11,"High",75.8,571,1492,1417,1258,509,193.3548387,50.87097,265.0333333,149.1333333,295.8709677,174.1935484,264.2903226,136.9032258,242.0666667,96.5
"383","Howard",2004,10.99,"High",75.8,2735.5,1157,1813,682,790,207.8333333,60.875,241.1666667,117.7,266.483871,139.1612903,239.9677419,115.1935484,251.8965517,102
"384","Humboldt",1995,7.38,"Low",84.1,1165,1237,930,902,937,197.2903,80.35483871,266.0667,157.9667,285.129,168.8387,291.2258,187.9355,222.4333,91.4
"385","Humboldt",1996,0.32,"High",84.1,1241,1204,834,1748,318,186.1613,86.90322581,270.8667,155.5333,264.0968,153.4194,261.129,147.1613,213.4,97.73333
"386","Humboldt",1997,2.06,"Low",84.1,610,1059,1389,212,1151,194.3871,59.87096774,283.9,142.8667,282.5484,169.6774,261.4516,148.9032,243.9333,105.3333
"387","Humboldt",1998,4.56,"Low",84.1,1604,2016,854,673,207,238.4839,119.1935484,228.5,139.8333,270.9032,176.2903,262.0323,176.0968,258.2667,125.6667
"388","Humboldt",1999,12.28,"Low",84.1,1422,1068,982,427,343,201.2903,101.3870968,245.5333,148.5,295.2258,190.7097,255.871,153.3548,218.2667,87
"389","Humboldt",2000,2.81,"High",84.1,800,1907,1234,971,609,228.5161,99.87096774,240.8333,135.6,261.0323,174.9677,260.2258,165.2903,234.0333,97.83333
"390","Humboldt",2001,3.37,"Low",84.1,2102,622,1248,1001,552,198.8065,103.483871,251.9,144.7667,280.129,182.871,262.0323,166.2581,202.1333,102.8
"391","Humboldt",2003,0.79,"High",84.1,1178,1576,1452,411,462,191.7097,84.90322581,244.4667,140.3333,271.7742,166.5484,275.7097,166.2903,222.7333,89.2
"392","Humboldt",2004,6.5,"Very High",84.1,1756,1105,824,330,642,201.2581,89.4516129,237.1,134.7,258.6774,160.9355,235.4839,129.4839,246.0333,125.9333
"393","Ida",1995,1.46,"Low",76.9,1292.667,821,571.3333,787.3333,1253,184.9677,77.80645,262.8,150.3333,294.5806,173.2903,301.6129,185.9677,223.6,88.5
"394","Ida",1996,8.22,"Low",76.9,1388.333,2346.667,727.3333,1633,787,182.5484,77.96774,269.9,155.7333,267.9355,160.129,268.6129,155.2903,216.1724,99.82759
"395","Ida",1997,1.7,"Low",76.9,714.3333,1131,1002.667,314,1193.333,180.8065,50.54839,291.1,158,287.4194,175.7097,268.129,150.6452,242.1,116.4333
"396","Ida",1998,9.47,"High",76.9,808.3333,2349,766.6667,1310.667,297.6667,246.9032,125.4194,242.5,139.3667,282.9355,180.5806,273.7097,176.2581,274.4333,137.9333
"397","Ida",1999,9.34,"High",76.9,802,1429.667,842.3333,429.3333,247.6667,211.7097,102.5806,250.4667,148.1667,300.1613,188.2581,265.0645,155.6774,232.9,95.76667
"398","Ida",2000,-8.18,"Very Low",76.9,739.3333,935.3333,650.6667,480.3333,383,239.9032,105.6452,259.2857,136.2857,276.5484,182.129,293.1613,175.5484,255.1667,110.6667
"399","Ida",2001,0.9,"Low",76.9,1501.333,911.3333,703.3333,1277.667,832,208.8929,101.8929,268.8929,150.5714,289.375,186.0417,287.4516,171.3548,201.7083,96.08333
"400","Ida",2002,-0.38,"High",76.9,1064.667,900.3333,916.6667,2242,566.3333,200.5806,68.41935,293.5517,171.6207,307.3548,191.1613,282.5517,163.7931,250.2222,127.5926
"401","Ida",2003,1.87,"High",76.9,1055.667,1163.333,1310,146,434,197.9032,86.48387,250.7,141.7333,285.1852,177.0741,300.0714,172.7857,229.4815,91.11111
"402","Ida",2004,5.13,"Very High",76.9,1556.667,1818,645.3333,532,1260.667,224.4828,92.89655,256.4444,138.6296,275.9032,165.9032,251.2258,135.0645,261.9,134.8167
"403","Iowa",1996,2.64,"Low",62.1,3499,559,634,425,752,187.3,89.06666667,263.3333,156.3333,285.1613,151.5484,281.6452,150.2581,233.9667,94.4
"404","Iowa",1997,-0.99,"Low",62.1,1566,1107,382,875,625,188.7097,58.03225806,274.4333,150.3333,291.8065,169.7097,270.2581,147.5806,249.3,111.5333
"405","Iowa",1998,4.65,"Low",62.1,1429,1530,524,1704,943,240.4194,128.1290323,253.7,146.8333,297.2581,179.0968,289.6774,173.6129,275.5667,129.4667
"406","Iowa",1999,6.38,"Low",62.1,1069,1202,830,965,547,220.4839,105.8064516,268.0333,155.6667,319.0323,189.7742,277.4138,143.3448,242.9655,82.24138
"407","Iowa",2000,4.4,"Low",62.1,1086,2328,1290,611,1065,238.2258,106.9677419,257.9333,144.1,278.3871,169.9677,284.871,173.3548,266.7333,111.2667
"408","Iowa",2001,1.58,"High",62.1,1791,1100,516,891,781,223.3226,111.7741935,252.4333,146.1,303.5806,178,299.3871,161.0645,233.4667,92.06667
"409","Iowa",2002,4.75,"High",62.1,1013,687,384,836.75,416,205.5484,74.29032258,284.4333,164.2333,320.4167,194.5833,279.1774242,162.0483871,242,104.58620345
"410","Iowa",2003,-1.83,"High",62.1,559,1354,1186,164,987,211.0357,76.28571429,253.3333,123.8333,281.0714,160.2857,297.7333,155.7,236.1,86.86667
"411","Iowa",2004,4.34,"Very High",62.1,1511,513.5,984.5,1347,116.5,228.2903,99.77419355,251.1786,141.0357,261.9032,156.4194,250.2414,126,270.1111,114.037
"412","Jackson",1995,0.38,"Very Low",45.1,1555,449,926.5,688.5,321.5,193.1774194,79.96774,279.7833333,155.6166667,290.516129,163.0645161,301.7903226,196.5967742,222.4333333,85.01666667
"413","Jackson",1996,2.64,"Low",45.1,2323,1284.5,702.5,740.5,670,182.5322581,77.64516,258.7666667,147.9166667,267.7258065,140.3870968,275.2903226,146.6451613,225.5666667,97.38333333
"414","Jackson",1997,-0.99,"Low",45.1,1253,1244,455,871,858.5,182.2096774,48.69355,271.2833333,140.4833333,277.7580645,161.6451613,256.483871,143.5806452,236.2333333,105.8666667
"415","Jackson",1998,4.65,"Low",45.1,814,1703.5,331.5,1739,1015.5,245.0645161,112.7581,254.6833333,143.8166667,290.5806452,162.2741935,282.0483871,168.5967742,263.2666667,120.25
"416","Jackson",2000,4.4,"Low",45.1,855,2419,820.5,759.5,1295.5,226.8870968,95.35484,248.8166667,134.1666667,272.7903226,162.7419355,277.5806452,163.4032258,245.5932203,108.5254237
"417","Jackson",2002,4.75,"High",45.1,1268.5,1752,1335.5,1389.5,372.5,201.0806452,69.41935,279.8305085,150.5084746,306.4032258,184.0806452,282.9672131,159.7213115,256.1621622,105.5405405
"418","Jackson",2004,4.34,"High",45.1,1710,1328,711.5,1116,182,217.983871,91.01613,253.2166667,141,269.0806452,153.2419355,247.3064516,129.483871,261.0166667,104.1666667
"419","Jasper",1995,3.85,"Low",67.8,1342,755,702,936,798,204.8709677,100.3871,273.2,170.4666667,307.6129032,188.0322581,316.7419355,206.9032258,237.2,109.1
"420","Jasper",1997,0.61,"Low",67.8,1478,1318,814,818,952,198.2258065,77.29032,292.8333333,167.7,303.9677419,188.483871,279.6129032,170.1290323,261.7333333,129.5333333
"421","Jasper",1998,9.2,"Low",67.8,1635,1780,907,1042,270,246.0645161,128.6452,252.6,145.7333333,292.2903226,183.1612903,284.2580645,181.9677419,270.9666667,133.8666667
"422","Jasper",1999,7.29,"High",67.8,1172,960,1009,1395,395,215.516129,105.3548,263.5,153.4,316.1612903,200,273.4193548,156.8709677,235.9333333,91.76666667
"423","Jasper",2000,-1.3,"Low",67.8,1523,1808,730,663,337,240.516129,115.6774,262.9333333,157.2,278.516129,179.4193548,283.8064516,182.7419355,261.1,118.3
"424","Jasper",2001,-1.83,"High",67.8,1274,1189,258,1490,813,217.9032258,111.3548,260.3333333,142.2333333,302.0967742,184.516129,288.483871,166.1290323,224.4333333,99.3
"425","Jefferson",1995,6.9,"Very Low",61.4,2321,1000,1275,590,1023,202.4839,95.22580645,273.9333,163.6333,302.2581,185.0645,314.8387,199.3226,226.3667,106.4333
"426","Jefferson",1996,2.27,"Low",61.4,3153,401,473,838,785,204.3226,100.9032258,279,160.7931,293.2667,168.2,283.5161,171.5484,229.2333,114.2
"427","Jefferson",1997,2.36,"Low",61.4,1293,864,414,958,774,199.6452,78.22580645,272.3667,155.6667,299.129,184.5806,280.7,166.6667,250.1,134.6
"428","Jefferson",1998,9.61,"Low",61.4,1642,1872,540,1551,1058,245.4839,140.9354839,264.2667,159.0667,296.5172,192.4828,291.6452,187.2903,275.3667,154.4667
"429","Jefferson",1999,4.36,"Very Low",61.4,1276,1168,437,511,1116,234.2903,108.8709677,269.3667,163.6,330.2581,201.4516,286.1852,164.4444,260.9667,95.6
"430","Jefferson",2000,2.46,"Low",61.4,669,2116,1227,311,849,253,126.0322581,270.7333,147.8667,283.3226,179.9677,301.8387,184.1935,269.6786,124.7143
"431","Jefferson",2001,8.38,"Low",61.4,2512,1249,746,905,584,228.7333,108.3666667,269.4828,155.1379,317.8966,201.0345,302.8667,182.2,245.0333,113.3333
"432","Jefferson",2002,4.82,"Low",61.4,1483,1166,279,1517,204,218.1613,88.90322581,293.9667,177.4667,327.129,200.3871,301.2903,178.0968,281.4667,134.2667
"433","Jefferson",2003,-2.14,"Low",61.4,1123,935,985,402,988,233.6667,99.63333333,272.6,147.6333,305.6774,188.2258,316.6129,187.7097,245.2,113.2667
"434","Jefferson",2004,0.49,"High",61.4,1770,856,793,1560,338,250.3871,127.3548387,265.9667,157.4333,280.4516,179.4194,266.2581,149.4194,267.0333,127.8
"435","Johnson",1995,0.38,"Very Low",65.1,1627,1764,597,355,471,212.7419,106.129,285.5,180.4,312,196.0968,327.4194,217.4516,238.3667,116.8333
"436","Johnson",1996,2.64,"Low",65.1,3380,453,642,415,636,201.7097,105.5161,281.4333,173.8667,288.371,169.3871,286.0806,169.5484,234.5085,116.4746
"437","Johnson",1997,-0.99,"Low",65.1,1403,646,406,1086,676,199.4098,78.36066,283.1607,167.3036,298.8,183.4833,274.9167,164.7,248.4035,129.7193
"438","Johnson",1998,4.65,"Low",65.1,873,1656,692.6667,1574,824.6667,255.4355,140.5645,258.7143,159.2143,297.1639,192.3115,288.6935,186.5161,272.8333,145.5
"439","Johnson",1999,6.38,"Low",65.1,888,1546.333,541.3333,547.6667,355,233.0968,119.2903,275.6167,165,327.5902,203.5082,281.8548,165.0323,250.9167,105.55
"440","Johnson",2001,1.58,"High",65.1,1785,817.3333,822.6667,724.6667,925.6667,228.629,124.871,263.8913,152.8696,305.871,193.2097,293.8525,181.3607,232.1333,113.5
"441","Johnson",2002,4.75,"High",65.1,1045.333,991,1948,1760.333,356.6667,215.371,89.91935,291.5085,171.8814,312.6452,199.0645,281.9016,166.9836,272.5593,119.4068
"442","Johnson",2003,-1.83,"High",65.1,791.3333,945,1001.667,179.6667,986,222.2903,86.69355,269.4167,138.6667,295.2742,172.2742,303.4194,170.7581,247.7833,94.48333
"443","Johnson",2004,4.34,"High",65.1,1535,725.6667,1281,1298.333,218.6667,246.371,118.4839,265.7458,154.1017,277.7258,170.2258,259.8525,136.0492,274.7288,113.6441
"444","Jones",1996,2.64,"Low",61.8,2299,1027,844,657,693,193.6452,83.09677419,269.6333,149.2667,274.9677,145.7097,278.8387,149,228.1379,101.6207
"445","Jones",1997,-0.99,"Low",61.8,1269,1413,391,1470,791,194.8387,61.70967742,280,138.3667,293.0968,173.5484,268.0968,148.8065,242.9,117.8333
"446","Jones",1998,4.65,"High",61.8,923,1742,254,2013,1026,256.0323,116.4193548,258,144.4,295.5161,168.3226,284.9677,169.129,262.8333,109.2333
"447","Jones",2000,4.4,"Low",61.8,967,1685,1473,649,971,224.6667,92.56666667,257.1379,129.8966,273.12,156.2,282.7742,157.1935,245.4286,99.82143
"448","Jones",2001,1.58,"High",61.8,1696,972,1041,932,951,220.3548,96.96774194,256.7333,131.6,295.6667,158.6,279.3548,149.6129,222.3,80.3
"449","Jones",2002,4.75,"High",61.8,1457,1736,2312,1017,877,201.5806,57.67741935,281.6,146.5,305.4194,179.5161,275.1613,144.4194,258.0667,105.4
"450","Jones",2003,-1.83,"High",61.8,764,1264,1411,40,1197,205.5806,56.80645161,257.2667,114.1333,277.3871,158.3871,301.5,157.1667,233.5333,75.53333
"451","Jones",2004,4.34,"High",61.8,2760,1494,629,934,172,228.1935,86.41935484,253.7333,135.8,269,147.8387,249.2258,117.4516,264.1,96.63333
"452","Keokuk",1995,6.9,"Very Low",63.8,1597,1101,870,1074,940,187.8064516,85.64516,264.1666667,159.2333333,293.3225806,176.6774194,302.483871,193.4516129,222.0333333,94.16666667
"453","Keokuk",1996,2.27,"Low",63.8,3006,610,255,696,814,182.9677419,88,259.8666667,154.3,280.4516129,154.8064516,277.4516129,158.3870968,229.4333333,103.9
"454","Keokuk",1997,2.36,"Low",63.8,1379,1607,468,1213,1025,187.4193548,60,267.9333333,149.3666667,288.5806452,168.8709677,267.516129,154.6129032,245.8666667,122.2666667
"455","Keokuk",1998,9.61,"Low",63.8,1276,1969,831,2289,979,235.516129,126.4194,249.6666667,144.6,291.2258065,182.8064516,283.3225806,177.4193548,265.5333333,138.3666667
"456","Keokuk",1999,4.36,"Low",63.8,1123,1414,473,1159,488,216.516129,103.2581,264.8333333,151.0666667,315.5483871,190.3548387,274.6451613,153.5806452,240.4333333,90.16666667
"457","Keokuk",2000,2.46,"Low",63.8,791,2399,762,816,1222,235.6451613,105.9032,258.5333333,137.8,275.1290323,170,287.4516129,170.4516129,258.0333333,112.3
"458","Keokuk",2001,8.38,"Low",63.8,1816,1662,366,806,581,216.6129032,109.3871,251.2666667,144.8333333,300.9333333,179.4333333,294.7741935,164.3870968,227.4666667,99.63333333
"459","Keokuk",2002,4.82,"High",63.8,1488,842,881,666,213,199.483871,74.67742,282.8,162.7,305.5483871,182.8387097,282.8064516,158.5806452,271.7666667,113.2
"460","Keokuk",2003,-2.14,"High",63.8,916,1006,1084,148,877,209.1290323,82.22581,257.2666667,134.0333333,290.4193548,166.3548387,310.6451613,170.2580645,237.2666667,93.5
